GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - Native,Margin of Error; Male: - Under 18 years: - Native,Estimate; Male: - Under 18 years: - Foreign born:,Margin of Error; Male: - Under 18 years: - Foreign born:,Estimate; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Male: - 18 years and over:,Margin of Error; Male: - 18 years and over:,Estimate; Male: - 18 years and over: - Native,Margin of Error; Male: - 18 years and over: - Native,Estimate; Male: - 18 years and over: - Foreign born:,Margin of Error; Male: - 18 years and over: - Foreign born:,Estimate; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - Native,Margin of Error; Female: - Under 18 years: - Native,Estimate; Female: - Under 18 years: - Foreign born:,Margin of Error; Female: - Under 18 years: - Foreign born:,Estimate; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Female: - 18 years and over:,Margin of Error; Female: - 18 years and over:,Estimate; Female: - 18 years and over: - Native,Margin of Error; Female: - 18 years and over: - Native,Estimate; Female: - 18 years and over: - Foreign born:,Margin of Error; Female: - 18 years and over: - Foreign born:,Estimate; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen
8600000US77432,77432,ZCTA5 77432,112,122,66,74,13,20,13,20,0,13,0,13,0,13,53,64,53,64,0,13,0,13,0,13,46,51,14,22,14,22,0,13,0,13,0,13,32,36,32,36,0,13,0,13,0,13
8600000US77433,77433,ZCTA5 77433,75008,2574,38137,1679,13846,1112,12909,1145,937,374,151,129,786,346,24291,979,18077,1081,6214,637,3273,542,2941,587,36871,1608,12065,986,11248,1039,817,360,274,210,543,255,24806,954,18039,937,6767,714,3519,517,3248,503
8600000US77434,77434,ZCTA5 77434,4781,435,2184,227,569,151,569,151,0,13,0,13,0,13,1615,229,1204,231,411,122,168,78,243,117,2597,310,647,146,647,146,0,13,0,13,0,13,1950,295,1702,299,248,93,99,69,149,78
8600000US77435,77435,ZCTA5 77435,4303,528,2158,319,521,154,521,154,0,13,0,13,0,13,1637,271,1477,251,160,104,17,30,143,102,2145,294,558,160,540,156,18,29,0,13,18,29,1587,219,1544,214,43,53,0,13,43,53
8600000US77436,77436,ZCTA5 77436,43,68,13,21,0,13,0,13,0,13,0,13,0,13,13,21,13,21,0,13,0,13,0,13,30,48,15,24,15,24,0,13,0,13,0,13,15,24,15,24,0,13,0,13,0,13
8600000US77437,77437,ZCTA5 77437,16875,632,8279,403,2303,250,2268,250,35,40,9,16,26,39,5976,348,5134,343,842,179,155,87,687,187,8596,399,2506,264,2487,264,19,21,5,8,14,20,6090,278,5441,335,649,168,109,67,540,162
8600000US77440,77440,ZCTA5 77440,23,37,23,37,0,13,0,13,0,13,0,13,0,13,23,37,23,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US77441,77441,ZCTA5 77441,9919,646,4994,333,1443,208,1394,215,49,31,0,19,49,31,3551,240,3022,224,529,131,223,95,306,118,4925,403,1288,260,1178,232,110,84,4,8,106,84,3637,220,3040,243,597,127,277,95,320,104
8600000US77442,77442,ZCTA5 77442,922,296,478,171,79,59,79,59,0,13,0,13,0,13,399,140,325,115,74,67,10,12,64,64,444,158,133,103,133,103,0,13,0,13,0,13,311,92,277,89,34,31,34,31,0,13
8600000US77443,77443,ZCTA5 77443,256,382,159,238,109,165,109,165,0,13,0,13,0,13,50,74,50,74,0,13,0,13,0,13,97,145,44,67,44,67,0,13,0,13,0,13,53,78,53,78,0,13,0,13,0,13
8600000US77444,77444,ZCTA5 77444,708,282,373,154,85,88,85,88,0,13,0,13,0,13,288,98,284,96,4,14,0,13,4,14,335,133,108,64,108,64,0,13,0,13,0,13,227,91,201,88,26,36,0,13,26,36
8600000US77445,77445,ZCTA5 77445,13301,704,7374,542,2062,368,1962,346,100,93,0,21,100,93,5312,492,4475,455,837,201,284,146,553,169,5927,545,1588,272,1526,277,62,57,0,21,62,57,4339,474,3463,479,876,196,249,98,627,188
8600000US77446,77446,ZCTA5 77446,6095,183,2153,606,142,136,134,129,8,15,0,19,8,15,2011,555,1882,548,129,74,30,23,99,72,3942,695,160,91,154,93,6,10,0,19,6,10,3782,642,3606,657,176,93,31,23,145,85
8600000US77447,77447,ZCTA5 77447,15246,1278,7535,666,2349,452,2330,443,19,31,0,21,19,31,5186,391,4122,380,1064,232,360,164,704,220,7711,818,1956,412,1853,399,103,90,12,23,91,89,5755,594,4666,588,1089,274,295,124,794,264
8600000US77448,77448,ZCTA5 77448,58,59,45,42,0,13,0,13,0,13,0,13,0,13,45,42,45,42,0,13,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,13,20,13,20,0,13,0,13,0,13
8600000US77449,77449,ZCTA5 77449,119204,3633,57170,2316,17866,1347,16817,1389,1049,328,195,125,854,294,39304,1746,25055,1674,14249,1251,5796,693,8453,1145,62034,2453,18953,1553,18141,1557,812,314,106,77,706,305,43081,1536,26063,1519,17018,1519,8018,1019,9000,1080
8600000US77450,77450,ZCTA5 77450,74631,1950,35551,1286,10019,746,8715,693,1304,354,158,105,1146,338,25532,958,17226,865,8306,763,4113,463,4193,573,39080,1157,10109,759,8943,665,1166,322,225,122,941,293,28971,893,19328,951,9643,651,5004,492,4639,479
8600000US77451,77451,ZCTA5 77451,79,58,40,44,17,18,17,18,0,13,0,13,0,13,23,29,23,29,0,13,0,13,0,13,39,22,3,5,3,5,0,13,0,13,0,13,36,21,36,21,0,13,0,13,0,13
8600000US77453,77453,ZCTA5 77453,335,260,188,165,114,128,114,128,0,13,0,13,0,13,74,67,3,4,71,67,28,44,43,50,147,119,67,60,67,60,0,13,0,13,0,13,80,61,49,59,31,39,0,13,31,39
8600000US77454,77454,ZCTA5 77454,15,23,15,23,0,13,0,13,0,13,0,13,0,13,15,23,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US77455,77455,ZCTA5 77455,2026,334,981,196,187,82,187,82,0,13,0,13,0,13,794,155,676,145,118,73,18,32,100,67,1045,198,213,108,200,106,13,22,0,13,13,22,832,147,730,140,102,49,47,31,55,40
8600000US77456,77456,ZCTA5 77456,1323,451,663,272,171,151,171,151,0,13,0,13,0,13,492,179,397,177,95,90,0,13,95,90,660,209,147,87,147,87,0,13,0,13,0,13,513,158,420,147,93,87,93,87,0,13
8600000US77457,77457,ZCTA5 77457,521,201,297,120,90,99,79,99,11,17,0,13,11,17,207,75,198,74,9,15,0,13,9,15,224,92,14,17,14,17,0,13,0,13,0,13,210,90,195,91,15,19,5,9,10,16
8600000US77458,77458,ZCTA5 77458,272,267,158,176,0,13,0,13,0,13,0,13,0,13,158,176,158,176,0,13,0,13,0,13,114,100,0,13,0,13,0,13,0,13,0,13,114,100,95,95,19,32,0,13,19,32
8600000US77459,77459,ZCTA5 77459,66175,1700,32742,1363,9533,873,8770,838,763,268,263,151,500,214,23209,940,16505,1030,6704,577,4514,448,2190,443,33433,1190,7964,632,7537,662,427,153,120,64,307,141,25469,917,17581,927,7888,565,5486,450,2402,449
8600000US77460,77460,ZCTA5 77460,151,199,118,162,48,74,48,74,0,13,0,13,0,13,70,91,70,91,0,13,0,13,0,13,33,39,0,13,0,13,0,13,0,13,0,13,33,39,33,39,0,13,0,13,0,13
8600000US77461,77461,ZCTA5 77461,10752,915,5689,650,1572,400,1469,303,103,159,0,21,103,159,4117,336,3475,304,642,260,307,147,335,248,5063,436,1107,266,1051,209,56,89,0,21,56,89,3956,289,3502,295,454,176,128,97,326,163
8600000US77464,77464,ZCTA5 77464,284,132,124,56,35,31,35,31,0,13,0,13,0,13,89,34,89,34,0,13,0,13,0,13,160,80,67,52,67,52,0,13,0,13,0,13,93,39,86,37,7,13,7,13,0,13
8600000US77465,77465,ZCTA5 77465,7269,594,3492,385,807,267,770,252,37,57,37,57,0,19,2685,359,2184,371,501,216,317,146,184,130,3777,408,769,278,769,278,0,19,0,19,0,19,3008,321,2546,321,462,171,217,112,245,128
8600000US77466,77466,ZCTA5 77466,353,158,221,149,23,25,23,25,0,13,0,13,0,13,198,147,79,25,119,149,7,13,112,147,132,53,16,19,16,19,0,13,0,13,0,13,116,44,105,42,11,15,2,6,9,13
8600000US77467,77467,ZCTA5 77467,37,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,37,0,13,0,13,0,13,0,13,0,13,37,37,37,37,0,13,0,13,0,13
8600000US77468,77468,ZCTA5 77468,44,74,25,43,0,13,0,13,0,13,0,13,0,13,25,43,25,43,0,13,0,13,0,13,19,32,0,13,0,13,0,13,0,13,0,13,19,32,19,32,0,13,0,13,0,13
8600000US77469,77469,ZCTA5 77469,46934,1778,23176,1138,5838,687,5385,682,453,236,69,54,384,233,17338,846,13002,934,4336,676,2199,501,2137,505,23758,1135,5817,574,5436,502,381,310,27,31,354,308,17941,942,14059,948,3882,593,2097,447,1785,424
8600000US77470,77470,ZCTA5 77470,399,188,206,123,23,36,23,36,0,13,0,13,0,13,183,112,105,69,78,93,3,6,75,92,193,87,41,54,41,54,0,13,0,13,0,13,152,58,116,63,36,34,36,34,0,13
8600000US77471,77471,ZCTA5 77471,38837,1283,19450,930,6249,775,5869,773,380,217,30,36,350,214,13201,677,9831,826,3370,477,925,302,2445,468,19387,906,5635,662,5288,666,347,255,6,12,341,257,13752,634,10188,763,3564,615,1114,408,2450,382
8600000US77473,77473,ZCTA5 77473,111,80,43,44,14,14,14,14,0,13,0,13,0,13,29,33,29,33,0,13,0,13,0,13,68,51,17,17,17,17,0,13,0,13,0,13,51,44,51,44,0,13,0,13,0,13
8600000US77474,77474,ZCTA5 77474,12993,610,6452,358,1802,206,1685,234,117,125,0,21,117,125,4650,263,3966,295,684,210,234,107,450,191,6541,420,1851,219,1757,229,94,88,17,26,77,95,4690,344,3708,352,982,172,427,161,555,153
8600000US77475,77475,ZCTA5 77475,882,389,385,199,90,82,90,82,0,13,0,13,0,13,295,138,295,138,0,13,0,13,0,13,497,216,122,100,112,90,10,20,0,13,10,20,375,152,375,152,0,13,0,13,0,13
8600000US77476,77476,ZCTA5 77476,194,125,115,82,5,8,5,8,0,13,0,13,0,13,110,81,69,65,41,49,14,22,27,44,79,67,32,40,32,40,0,13,0,13,0,13,47,31,32,22,15,22,0,13,15,22
8600000US77477,77477,ZCTA5 77477,36932,1424,18431,814,4367,556,4097,527,270,111,88,68,182,79,14064,693,8201,594,5863,647,2632,420,3231,557,18501,984,3524,488,3171,465,353,120,104,65,249,115,14977,819,9239,662,5738,585,2870,365,2868,520
8600000US77478,77478,ZCTA5 77478,25846,1210,13032,732,2877,374,2597,369,280,126,51,56,229,116,10155,539,6195,443,3960,400,2899,309,1061,272,12814,717,2045,405,1818,401,227,109,59,52,168,92,10769,554,6358,477,4411,419,3194,340,1217,262
8600000US77479,77479,ZCTA5 77479,88603,1872,43099,1106,12245,683,10684,724,1561,361,467,191,1094,316,30854,768,16955,739,13899,713,9547,643,4352,498,45504,1327,12499,741,11028,608,1471,359,381,180,1090,337,33005,929,17288,773,15717,845,9745,644,5972,699
8600000US77480,77480,ZCTA5 77480,7661,531,4137,396,1252,256,1252,256,0,19,0,19,0,19,2885,293,2692,298,193,107,39,34,154,93,3524,422,762,219,745,222,17,26,17,26,0,19,2762,324,2614,304,148,94,67,78,81,53
8600000US77481,77481,ZCTA5 77481,13,18,6,10,0,13,0,13,0,13,0,13,0,13,6,10,6,10,0,13,0,13,0,13,7,8,0,13,0,13,0,13,0,13,0,13,7,8,7,8,0,13,0,13,0,13
8600000US77482,77482,ZCTA5 77482,2274,584,1151,339,283,138,283,138,0,13,0,13,0,13,868,262,863,260,5,10,3,6,2,8,1123,321,262,174,262,174,0,13,0,13,0,13,861,207,855,210,6,15,0,13,6,15
8600000US77483,77483,ZCTA5 77483,292,242,128,106,57,53,57,53,0,13,0,13,0,13,71,72,71,72,0,13,0,13,0,13,164,144,88,95,88,95,0,13,0,13,0,13,76,61,76,61,0,13,0,13,0,13
8600000US77484,77484,ZCTA5 77484,10710,876,5695,598,1677,307,1565,290,112,119,0,21,112,119,4018,480,3188,482,830,284,291,123,539,275,5015,450,1280,256,1206,241,74,102,18,29,56,97,3735,367,2866,402,869,222,217,114,652,203
8600000US77485,77485,ZCTA5 77485,4691,881,2390,494,626,168,605,174,21,24,21,24,0,13,1764,415,1517,365,247,123,156,103,91,73,2301,451,571,158,556,159,15,22,15,22,0,13,1730,333,1620,326,110,61,16,16,94,60
8600000US77486,77486,ZCTA5 77486,7082,646,3494,434,702,224,702,224,0,19,0,19,0,19,2792,303,2510,274,282,138,29,35,253,145,3588,393,968,223,961,222,7,15,7,15,0,19,2620,283,2308,309,312,164,126,91,186,153
8600000US77488,77488,ZCTA5 77488,14738,752,7443,402,2075,264,2050,264,25,46,0,21,25,46,5368,313,4679,318,689,203,90,60,599,180,7295,502,1618,289,1572,280,46,66,0,21,46,66,5677,352,5058,366,619,167,194,108,425,131
8600000US77489,77489,ZCTA5 77489,36786,1383,17427,801,5024,574,4899,566,125,77,37,44,88,66,12403,671,10076,750,2327,321,1155,210,1172,246,19359,834,4186,444,3999,415,187,99,47,39,140,94,15173,607,12322,711,2851,426,1610,358,1241,205
8600000US77493,77493,ZCTA5 77493,29984,1566,14794,931,4236,562,3935,488,301,216,134,136,167,166,10558,728,7962,576,2596,502,1050,273,1546,443,15190,916,4322,514,4079,522,243,165,113,126,130,107,10868,709,8420,573,2448,591,1410,427,1038,325
8600000US77494,77494,ZCTA5 77494,105854,2645,52184,1657,18802,1127,16183,1212,2619,708,405,257,2214,646,33382,1136,20226,1237,13156,1308,5548,612,7608,1195,53670,1822,17174,1052,15004,1030,2170,467,473,197,1697,378,36496,1247,22302,1393,14194,1145,6971,721,7223,909
8600000US77498,77498,ZCTA5 77498,51037,2085,25722,1476,7167,802,6674,756,493,219,129,131,364,192,18555,920,10675,808,7880,678,5169,513,2711,580,25315,1074,6255,578,5558,533,697,320,129,78,568,304,19060,729,11175,623,7885,526,5181,469,2704,439
8600000US77502,77502,ZCTA5 77502,39040,1611,19211,971,6444,660,5890,620,554,203,36,43,518,192,12767,683,6888,555,5879,536,1812,239,4067,548,19829,1033,6019,646,5790,650,229,131,55,46,174,122,13810,703,8652,610,5158,501,1758,237,3400,474
8600000US77503,77503,ZCTA5 77503,26171,1037,13113,669,4462,539,4167,522,295,232,0,25,295,232,8651,505,5788,474,2863,463,747,230,2116,429,13058,790,3727,579,3540,590,187,102,0,25,187,102,9331,502,6212,600,3119,372,917,243,2202,399
8600000US77504,77504,ZCTA5 77504,23327,1390,11373,821,3679,465,3578,462,101,60,14,22,87,56,7694,574,5301,558,2393,355,797,180,1596,351,11954,772,3205,500,2921,423,284,178,42,62,242,167,8749,482,6515,458,2234,325,800,186,1434,307
8600000US77505,77505,ZCTA5 77505,24230,1248,12711,752,3633,475,3609,466,24,38,0,25,24,38,9078,604,7798,587,1280,288,786,195,494,215,11519,780,2407,424,2343,412,64,62,19,22,45,55,9112,511,7993,509,1119,245,701,177,418,143
8600000US77506,77506,ZCTA5 77506,37736,1441,19340,934,6363,642,5989,601,374,167,36,42,338,162,12977,686,6262,557,6715,598,1384,244,5331,550,18396,937,6291,629,5923,588,368,164,20,31,348,155,12105,536,6188,446,5917,426,1705,253,4212,399
8600000US77507,77507,ZCTA5 77507,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US77510,77510,ZCTA5 77510,14608,1096,7095,611,1734,422,1734,422,0,21,0,21,0,21,5361,476,5158,469,203,120,105,67,98,103,7513,709,1707,307,1707,307,0,21,0,21,0,21,5806,547,5625,538,181,105,140,95,41,34
8600000US77511,77511,ZCTA5 77511,46121,1549,23089,790,6507,637,6333,630,174,138,15,25,159,135,16582,688,14160,591,2422,419,992,236,1430,350,23032,1280,6047,788,5925,794,122,99,16,20,106,96,16985,722,14556,746,2429,342,966,239,1463,276
8600000US77514,77514,ZCTA5 77514,4443,499,2188,267,463,148,446,149,17,23,0,13,17,23,1725,202,1316,184,409,126,118,66,291,100,2255,352,539,208,539,208,0,13,0,13,0,13,1716,226,1341,204,375,142,121,95,254,104
8600000US77515,77515,ZCTA5 77515,31627,1113,16468,818,3802,443,3768,431,34,54,0,28,34,54,12666,743,11417,719,1249,265,386,161,863,246,15159,741,3875,480,3778,472,97,94,12,17,85,94,11284,546,10033,534,1251,259,396,135,855,220
8600000US77517,77517,ZCTA5 77517,5688,945,2718,472,659,238,659,238,0,19,0,19,0,19,2059,344,1967,331,92,57,92,57,0,19,2970,543,815,265,815,265,0,19,0,19,0,19,2155,333,1913,309,242,174,242,174,0,19
8600000US77518,77518,ZCTA5 77518,10984,1175,5994,719,2272,505,1943,444,329,336,0,21,329,336,3722,487,2919,496,803,237,344,137,459,213,4990,658,1105,312,1051,297,54,89,0,21,54,89,3885,529,2879,456,1006,392,230,124,776,365
8600000US77519,77519,ZCTA5 77519,1509,530,657,271,234,194,234,194,0,13,0,13,0,13,423,149,423,149,0,13,0,13,0,13,852,312,193,122,193,122,0,13,0,13,0,13,659,244,659,244,0,13,0,13,0,13
8600000US77520,77520,ZCTA5 77520,36694,1076,18647,742,5702,491,5656,505,46,42,24,36,22,22,12945,616,9113,487,3832,444,1348,239,2484,395,18047,784,4880,472,4801,464,79,53,22,36,57,35,13167,523,9595,492,3572,308,1320,192,2252,265
8600000US77521,77521,ZCTA5 77521,57125,1723,28849,1493,8451,877,7980,884,471,261,87,72,384,233,20398,1036,15490,857,4908,765,1745,402,3163,624,28276,1104,8089,865,7918,873,171,140,0,31,171,140,20187,724,15981,773,4206,535,1365,342,2841,457
8600000US77523,77523,ZCTA5 77523,21366,1094,10716,705,3313,389,3209,369,104,117,0,25,104,117,7403,511,6356,480,1047,373,347,210,700,298,10650,571,3276,356,3276,356,0,25,0,25,0,25,7374,386,6186,387,1188,289,291,159,897,269
8600000US77530,77530,ZCTA5 77530,31119,1856,15580,1107,4788,764,4273,741,515,251,0,28,515,251,10792,787,7257,683,3535,466,953,283,2582,442,15539,1140,4877,591,4454,568,423,178,26,32,397,175,10662,774,7277,746,3385,475,1063,279,2322,403
8600000US77531,77531,ZCTA5 77531,16078,287,8011,383,2266,273,2252,276,14,16,0,21,14,16,5745,326,4592,385,1153,257,396,130,757,262,8067,385,2089,270,2050,249,39,51,0,21,39,51,5978,308,4777,307,1201,232,561,180,640,196
8600000US77532,77532,ZCTA5 77532,28320,1647,13827,973,3687,474,3675,472,12,20,0,25,12,20,10140,689,8763,514,1377,467,670,261,707,365,14493,930,3947,560,3902,566,45,54,14,20,31,49,10546,576,9183,569,1363,320,469,204,894,248
8600000US77533,77533,ZCTA5 77533,849,237,452,141,138,79,138,79,0,13,0,13,0,13,314,82,299,83,15,19,15,19,0,13,397,115,91,61,91,61,0,13,0,13,0,13,306,73,301,74,5,9,0,13,5,9
8600000US77534,77534,ZCTA5 77534,2426,439,1203,256,238,113,238,113,0,13,0,13,0,13,965,186,811,148,154,109,78,68,76,65,1223,241,303,104,300,103,3,7,0,13,3,7,920,199,822,179,98,67,6,9,92,66
8600000US77535,77535,ZCTA5 77535,32904,1598,15450,886,3639,525,3619,515,20,41,0,28,20,41,11811,568,10527,536,1284,270,494,166,790,267,17454,1094,3892,443,3883,442,9,18,0,28,9,18,13562,888,12627,922,935,193,320,105,615,189
8600000US77536,77536,ZCTA5 77536,32392,625,16324,656,4493,501,4435,485,58,98,0,28,58,98,11831,625,10524,563,1307,312,738,274,569,214,16068,538,3858,576,3702,552,156,103,21,38,135,97,12210,465,11145,504,1065,258,619,214,446,183
8600000US77538,77538,ZCTA5 77538,906,276,460,137,91,51,88,51,3,6,0,13,3,6,369,111,340,101,29,26,0,13,29,26,446,178,80,40,79,41,1,3,0,13,1,3,366,159,324,137,42,40,19,30,23,24
8600000US77539,77539,ZCTA5 77539,42607,1706,21609,1025,5453,589,5359,572,94,74,0,28,94,74,16156,867,13296,899,2860,524,879,243,1981,501,20998,1112,4823,642,4550,638,273,177,92,92,181,147,16175,982,13723,909,2452,467,882,214,1570,440
8600000US77541,77541,ZCTA5 77541,18525,694,9576,531,3022,422,2856,431,166,134,51,80,115,103,6554,490,5172,505,1382,320,520,187,862,285,8949,487,2512,308,2438,315,74,92,0,21,74,92,6437,401,5410,380,1027,232,404,177,623,171
8600000US77545,77545,ZCTA5 77545,25036,1684,11629,932,3690,575,3512,572,178,140,164,129,14,22,7939,721,5770,652,2169,417,956,305,1213,331,13407,1126,4489,620,4259,612,230,272,42,44,188,266,8918,685,6679,627,2239,588,767,316,1472,494
8600000US77546,77546,ZCTA5 77546,52261,1086,25539,884,7199,553,7081,563,118,56,31,27,87,48,18340,603,15874,685,2466,336,1743,265,723,212,26722,720,6860,559,6738,563,122,75,21,20,101,73,19862,668,16741,622,3121,374,2303,300,818,190
8600000US77547,77547,ZCTA5 77547,10077,288,5260,360,1633,222,1436,190,197,126,23,37,174,123,3627,350,1800,344,1827,283,535,137,1292,311,4817,396,1497,258,1410,257,87,83,0,21,87,83,3320,272,1776,276,1544,216,258,94,1286,216
8600000US77550,77550,ZCTA5 77550,22070,939,11113,566,1936,267,1817,250,119,103,0,25,119,103,9177,494,7803,461,1374,218,511,134,863,206,10957,617,1858,281,1805,290,53,41,1,6,52,41,9099,543,7826,486,1273,187,461,121,812,180
8600000US77551,77551,ZCTA5 77551,21203,990,10685,624,2110,283,1990,298,120,91,13,14,107,90,8575,514,7009,434,1566,289,362,96,1204,252,10518,559,2220,353,2181,353,39,34,5,7,34,34,8298,426,6733,424,1565,255,514,129,1051,242
8600000US77554,77554,ZCTA5 77554,8249,1022,4240,573,448,116,422,114,26,30,0,19,26,30,3792,570,3416,525,376,139,219,112,157,77,4009,492,306,85,259,66,47,48,0,19,47,48,3703,472,3416,428,287,99,158,83,129,63
8600000US77560,77560,ZCTA5 77560,624,257,324,127,37,35,37,35,0,13,0,13,0,13,287,121,287,121,0,13,0,13,0,13,300,166,73,93,73,93,0,13,0,13,0,13,227,98,227,98,0,13,0,13,0,13
8600000US77561,77561,ZCTA5 77561,67,35,22,18,0,13,0,13,0,13,0,13,0,13,22,18,22,18,0,13,0,13,0,13,45,21,7,12,7,12,0,13,0,13,0,13,38,16,38,16,0,13,0,13,0,13
8600000US77562,77562,ZCTA5 77562,10665,1084,5266,672,1469,403,1397,397,72,113,0,21,72,113,3797,421,3163,443,634,214,455,173,179,118,5399,664,1106,313,968,269,138,210,0,21,138,210,4293,567,3447,385,846,353,204,82,642,360
8600000US77563,77563,ZCTA5 77563,10067,292,4903,332,1427,260,1408,255,19,24,0,21,19,24,3476,262,3202,271,274,95,88,46,186,79,5164,288,1099,225,1082,227,17,19,7,10,10,16,4065,211,3729,224,336,131,167,93,169,97
8600000US77564,77564,ZCTA5 77564,1986,606,943,323,190,120,190,120,0,13,0,13,0,13,753,239,716,215,37,54,37,54,0,13,1043,333,308,224,308,224,0,13,0,13,0,13,735,172,704,166,31,49,31,49,0,13
8600000US77565,77565,ZCTA5 77565,7233,874,3778,538,759,247,759,247,0,19,0,19,0,19,3019,366,2733,364,286,128,110,72,176,109,3455,461,507,161,507,161,0,19,0,19,0,19,2948,386,2792,376,156,77,99,67,57,39
8600000US77566,77566,ZCTA5 77566,29441,363,14433,461,3448,303,3354,287,94,92,20,27,74,89,10985,395,9628,450,1357,277,732,194,625,245,15008,530,3666,377,3627,376,39,42,14,26,25,29,11342,403,9980,500,1362,247,692,168,670,227
8600000US77568,77568,ZCTA5 77568,15640,144,7922,356,2190,313,2174,312,16,24,0,21,16,24,5732,368,4871,354,861,220,347,151,514,191,7718,352,1451,229,1432,228,19,30,0,21,19,30,6267,351,5576,413,691,163,272,108,419,145
8600000US77571,77571,ZCTA5 77571,37374,377,18609,549,4259,432,4202,422,57,63,0,28,57,63,14350,428,12830,519,1520,321,718,207,802,237,18765,555,4699,441,4518,439,181,132,18,29,163,129,14066,365,12410,438,1656,301,793,168,863,229
8600000US77573,77573,ZCTA5 77573,85108,1293,41447,1352,11266,905,11114,901,152,120,86,105,66,55,30181,890,27205,913,2976,454,1675,326,1301,366,43661,1190,13065,935,12904,942,161,91,90,58,71,66,30596,728,26823,859,3773,595,2251,429,1522,362
8600000US77575,77575,ZCTA5 77575,17005,1030,8926,728,2452,407,2447,406,5,10,0,21,5,10,6474,535,5847,462,627,217,13,21,614,222,8079,562,2216,337,2190,330,26,42,0,21,26,42,5863,469,5413,454,450,150,112,92,338,105
8600000US77577,77577,ZCTA5 77577,1566,270,829,160,218,103,218,103,0,13,0,13,0,13,611,110,531,121,80,46,47,44,33,39,737,135,161,71,161,71,0,13,0,13,0,13,576,113,553,115,23,22,20,20,3,5
8600000US77578,77578,ZCTA5 77578,18636,1616,9423,1059,2905,600,2887,600,18,30,18,30,0,21,6518,767,5357,754,1161,410,650,319,511,253,9213,852,2364,557,2172,540,192,180,61,83,131,152,6849,652,5882,639,967,342,583,231,384,245
8600000US77580,77580,ZCTA5 77580,534,355,202,134,56,65,56,65,0,13,0,13,0,13,146,83,146,83,0,13,0,13,0,13,332,238,185,167,185,167,0,13,0,13,0,13,147,93,147,93,0,13,0,13,0,13
8600000US77581,77581,ZCTA5 77581,47625,1730,22516,989,6648,542,6623,543,25,30,0,28,25,30,15868,825,13660,799,2208,394,1321,261,887,283,25109,1035,6765,533,6630,537,135,88,22,30,113,79,18344,745,15673,753,2671,410,1794,349,877,222
8600000US77583,77583,ZCTA5 77583,35308,3087,20108,1488,4907,830,4830,836,77,64,0,28,77,64,15201,1054,11799,970,3402,633,1116,336,2286,665,15200,2015,4977,1281,4745,1273,232,156,67,86,165,134,10223,1073,7370,1025,2853,600,780,270,2073,609
