GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - Native,Margin of Error; Male: - Under 18 years: - Native,Estimate; Male: - Under 18 years: - Foreign born:,Margin of Error; Male: - Under 18 years: - Foreign born:,Estimate; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Male: - 18 years and over:,Margin of Error; Male: - 18 years and over:,Estimate; Male: - 18 years and over: - Native,Margin of Error; Male: - 18 years and over: - Native,Estimate; Male: - 18 years and over: - Foreign born:,Margin of Error; Male: - 18 years and over: - Foreign born:,Estimate; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - Native,Margin of Error; Female: - Under 18 years: - Native,Estimate; Female: - Under 18 years: - Foreign born:,Margin of Error; Female: - Under 18 years: - Foreign born:,Estimate; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Female: - 18 years and over:,Margin of Error; Female: - 18 years and over:,Estimate; Female: - 18 years and over: - Native,Margin of Error; Female: - 18 years and over: - Native,Estimate; Female: - 18 years and over: - Foreign born:,Margin of Error; Female: - 18 years and over: - Foreign born:,Estimate; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen
8600000US76263,76263,ZCTA5 76263,58,50,29,24,3,4,3,4,0,13,0,13,0,13,26,24,26,24,0,13,0,13,0,13,29,26,0,13,0,13,0,13,0,13,0,13,29,26,29,26,0,13,0,13,0,13
8600000US76264,76264,ZCTA5 76264,1541,385,779,221,181,81,181,81,0,13,0,13,0,13,598,179,591,178,7,11,0,13,7,11,762,228,121,59,121,59,0,13,0,13,0,13,641,212,604,207,37,31,19,21,18,23
8600000US76265,76265,ZCTA5 76265,1806,287,890,149,185,70,179,68,6,10,0,13,6,10,705,120,690,119,15,22,0,13,15,22,916,176,254,98,254,98,0,13,0,13,0,13,662,113,638,110,24,26,19,22,5,9
8600000US76266,76266,ZCTA5 76266,15439,664,7539,456,2020,307,1997,305,23,36,0,21,23,36,5519,351,5228,400,291,140,89,54,202,132,7900,526,1884,280,1884,280,0,21,0,21,0,21,6016,438,5788,434,228,92,106,59,122,65
8600000US76268,76268,ZCTA5 76268,277,116,137,71,44,33,44,33,0,13,0,13,0,13,93,48,87,47,6,9,6,9,0,13,140,58,26,26,26,26,0,13,0,13,0,13,114,47,109,46,5,8,0,13,5,8
8600000US76270,76270,ZCTA5 76270,1797,418,904,189,178,99,178,99,0,13,0,13,0,13,726,138,571,121,155,89,81,54,74,68,893,254,241,132,241,132,0,13,0,13,0,13,652,162,460,130,192,116,98,71,94,80
8600000US76271,76271,ZCTA5 76271,1626,400,740,178,225,91,190,79,35,55,0,13,35,55,515,115,387,80,128,77,48,32,80,70,886,255,188,75,141,47,47,64,0,13,47,64,698,197,553,102,145,162,0,13,145,162
8600000US76272,76272,ZCTA5 76272,4256,717,2139,387,688,194,688,194,0,13,0,13,0,13,1451,247,1391,239,60,39,27,22,33,27,2117,388,454,133,454,133,0,13,0,13,0,13,1663,305,1557,306,106,69,55,49,51,47
8600000US76273,76273,ZCTA5 76273,9245,1015,4579,414,862,191,847,192,15,25,0,19,15,25,3717,347,3059,355,658,293,157,197,501,226,4666,788,1115,304,1072,286,43,58,0,19,43,58,3551,571,3270,479,281,230,63,68,218,186
8600000US76301,76301,ZCTA5 76301,15632,957,7292,549,2144,319,2070,304,74,61,0,21,74,61,5148,370,4557,331,591,163,114,60,477,147,8340,573,2213,330,2118,349,95,93,0,21,95,93,6127,371,5374,349,753,208,249,96,504,188
8600000US76302,76302,ZCTA5 76302,13725,706,6216,489,1573,259,1534,245,39,43,0,21,39,43,4643,395,4335,375,308,130,100,59,208,117,7509,427,1930,243,1894,248,36,51,0,21,36,51,5579,333,5301,326,278,106,114,68,164,83
8600000US76305,76305,ZCTA5 76305,4264,360,2098,207,431,90,431,90,0,13,0,13,0,13,1667,170,1621,170,46,31,42,31,4,5,2166,240,481,122,481,122,0,13,0,13,0,13,1685,155,1647,147,38,26,31,26,7,7
8600000US76306,76306,ZCTA5 76306,15099,883,7169,490,2100,318,2022,305,78,66,0,21,78,66,5069,357,4489,320,580,163,279,120,301,99,7930,568,1922,367,1922,367,0,21,0,21,0,21,6008,337,5263,342,745,187,402,124,343,122
8600000US76308,76308,ZCTA5 76308,19361,816,8819,530,2040,289,1983,293,57,47,35,41,22,26,6779,495,5988,447,791,197,345,124,446,154,10542,558,1835,328,1784,325,51,60,0,21,51,60,8707,438,7816,441,891,209,332,123,559,197
8600000US76309,76309,ZCTA5 76309,12939,831,6385,507,1836,326,1762,316,74,64,0,21,74,64,4549,323,3843,335,706,180,257,134,449,150,6554,482,1413,292,1405,293,8,14,0,21,8,14,5141,352,4329,353,812,209,201,92,611,177
8600000US76310,76310,ZCTA5 76310,17720,963,8999,611,2616,354,2356,319,260,193,82,90,178,182,6383,438,6106,422,277,117,157,74,120,97,8721,588,1849,348,1805,340,44,61,44,61,0,21,6872,411,6378,342,494,158,209,95,285,144
8600000US76311,76311,ZCTA5 76311,8501,919,6699,795,401,121,401,121,0,19,0,19,0,19,6298,785,5911,802,387,171,257,117,130,130,1802,267,438,96,429,94,9,11,0,19,9,11,1364,239,1312,245,52,29,11,13,41,26
8600000US76351,76351,ZCTA5 76351,1853,278,859,145,231,91,231,91,0,13,0,13,0,13,628,97,618,100,10,17,10,17,0,13,994,186,311,114,311,114,0,13,0,13,0,13,683,115,677,113,6,8,3,7,3,5
8600000US76354,76354,ZCTA5 76354,12085,331,5533,361,1399,293,1387,293,12,19,0,21,12,19,4134,270,4089,266,45,39,45,39,0,21,6552,306,1637,205,1637,205,0,21,0,21,0,21,4915,267,4756,276,159,93,134,90,25,36
8600000US76357,76357,ZCTA5 76357,662,170,288,82,86,42,86,42,0,13,0,13,0,13,202,51,202,51,0,13,0,13,0,13,374,110,101,65,101,65,0,13,0,13,0,13,273,68,245,60,28,30,0,13,28,30
8600000US76360,76360,ZCTA5 76360,3561,301,1840,292,265,89,265,89,0,13,0,13,0,13,1575,281,1547,280,28,32,0,13,28,32,1721,142,163,77,163,77,0,13,0,13,0,13,1558,132,1540,130,18,16,18,16,0,13
8600000US76363,76363,ZCTA5 76363,433,118,249,80,104,56,104,56,0,13,0,13,0,13,145,47,131,47,14,10,4,5,10,9,184,54,56,28,50,30,6,11,0,13,6,11,128,36,115,35,13,9,5,5,8,9
8600000US76364,76364,ZCTA5 76364,143,44,82,30,20,20,20,20,0,13,0,13,0,13,62,21,60,21,2,3,0,13,2,3,61,21,12,10,12,10,0,13,0,13,0,13,49,16,48,16,1,3,1,3,0,13
8600000US76365,76365,ZCTA5 76365,4395,218,2296,165,495,97,495,97,0,13,0,13,0,13,1801,102,1774,104,27,21,0,13,27,21,2099,173,448,78,446,77,2,3,0,13,2,3,1651,150,1622,140,29,33,0,13,29,33
8600000US76366,76366,ZCTA5 76366,2102,264,1041,149,222,79,222,79,0,13,0,13,0,13,819,97,819,97,0,13,0,13,0,13,1061,155,166,64,166,64,0,13,0,13,0,13,895,127,864,126,31,44,0,13,31,44
8600000US76367,76367,ZCTA5 76367,14963,592,10327,537,1299,220,1299,220,0,21,0,21,0,21,9028,454,8623,429,405,130,89,54,316,124,4636,288,1024,209,1024,209,0,21,0,21,0,21,3612,205,3561,197,51,37,51,37,0,21
8600000US76370,76370,ZCTA5 76370,252,92,108,44,0,13,0,13,0,13,0,13,0,13,108,44,108,44,0,13,0,13,0,13,144,54,27,18,27,18,0,13,0,13,0,13,117,44,117,44,0,13,0,13,0,13
8600000US76371,76371,ZCTA5 76371,1557,211,787,111,219,66,212,65,7,9,0,13,7,9,568,74,483,76,85,36,3,4,82,36,770,124,221,71,221,71,0,13,0,13,0,13,549,79,476,77,73,41,21,19,52,39
8600000US76372,76372,ZCTA5 76372,1409,342,664,170,216,94,216,94,0,13,0,13,0,13,448,117,427,113,21,32,0,13,21,32,745,209,279,127,279,127,0,13,0,13,0,13,466,105,455,107,11,22,0,13,11,22
8600000US76373,76373,ZCTA5 76373,198,127,116,86,26,28,26,28,0,13,0,13,0,13,90,63,90,63,0,13,0,13,0,13,82,52,26,29,26,29,0,13,0,13,0,13,56,31,56,31,0,13,0,13,0,13
8600000US76374,76374,ZCTA5 76374,3917,249,1865,178,453,112,453,112,0,13,0,13,0,13,1412,184,1358,168,54,44,0,13,54,44,2052,244,507,141,507,141,0,13,0,13,0,13,1545,172,1449,174,96,77,23,26,73,76
8600000US76377,76377,ZCTA5 76377,820,183,399,110,98,61,98,61,0,13,0,13,0,13,301,81,300,81,1,3,1,3,0,13,421,94,84,49,84,49,0,13,0,13,0,13,337,60,335,60,2,4,2,4,0,13
8600000US76379,76379,ZCTA5 76379,616,167,269,83,77,40,77,40,0,13,0,13,0,13,192,52,170,51,22,17,7,7,15,15,347,101,70,38,67,36,3,5,3,5,0,13,277,84,254,81,23,16,11,10,12,13
8600000US76380,76380,ZCTA5 76380,3633,22,1755,97,438,101,438,101,0,13,0,13,0,13,1317,80,1317,80,0,13,0,13,0,13,1878,98,344,56,344,56,0,13,0,13,0,13,1534,89,1487,92,47,44,38,40,9,14
8600000US76384,76384,ZCTA5 76384,12385,205,6081,204,1446,148,1423,146,23,22,0,21,23,22,4635,119,4313,174,322,114,165,87,157,71,6304,172,1387,141,1365,149,22,34,0,21,22,34,4917,99,4737,122,180,80,38,36,142,72
8600000US76388,76388,ZCTA5 76388,318,107,194,82,27,25,27,25,0,13,0,13,0,13,167,74,163,75,4,5,1,2,3,3,124,36,4,9,4,9,0,13,0,13,0,13,120,34,115,34,5,5,0,13,5,5
8600000US76389,76389,ZCTA5 76389,1387,262,753,147,199,64,195,63,4,5,4,5,0,13,554,104,455,92,99,48,4,6,95,48,634,136,134,54,129,51,5,9,0,13,5,9,500,99,449,108,51,32,4,6,47,31
8600000US76401,76401,ZCTA5 76401,29478,692,14241,472,3304,286,3183,282,121,77,115,74,6,10,10937,414,9871,441,1066,228,319,126,747,219,15237,445,2660,258,2579,257,81,78,30,37,51,45,12577,355,11952,371,625,190,195,115,430,177
8600000US76402,76402,ZCTA5 76402,831,188,377,151,7,15,7,15,0,13,0,13,0,13,370,152,364,154,6,11,0,13,6,11,454,172,25,32,25,32,0,13,0,13,0,13,429,166,421,164,8,16,0,13,8,16
8600000US76424,76424,ZCTA5 76424,8794,220,4487,170,1003,128,967,132,36,33,0,19,36,33,3484,110,3218,139,266,117,61,45,205,120,4307,142,1020,90,1001,90,19,26,0,19,19,26,3287,103,2987,138,300,91,155,101,145,99
8600000US76426,76426,ZCTA5 76426,12453,852,6501,529,1455,218,1423,203,32,49,1,3,31,49,5046,492,4367,499,679,187,112,79,567,198,5952,448,1323,247,1150,225,173,104,2,3,171,104,4629,333,3952,339,677,215,121,74,556,226
8600000US76427,76427,ZCTA5 76427,1021,290,440,129,56,33,56,33,0,13,0,13,0,13,384,125,375,124,9,13,9,13,0,13,581,176,217,100,217,100,0,13,0,13,0,13,364,96,344,93,20,20,20,20,0,13
8600000US76429,76429,ZCTA5 76429,158,95,109,76,0,13,0,13,0,13,0,13,0,13,109,76,109,76,0,13,0,13,0,13,49,34,0,13,0,13,0,13,0,13,0,13,49,34,49,34,0,13,0,13,0,13
8600000US76430,76430,ZCTA5 76430,2428,184,1204,116,377,56,376,56,1,2,1,2,0,13,827,82,779,73,48,26,27,23,21,19,1224,99,285,38,285,38,0,13,0,13,0,13,939,88,906,98,33,26,19,18,14,22
8600000US76431,76431,ZCTA5 76431,2931,526,1366,270,272,136,272,136,0,13,0,13,0,13,1094,207,1049,202,45,45,9,10,36,45,1565,301,408,159,408,159,0,13,0,13,0,13,1157,198,1080,203,77,68,67,66,10,17
8600000US76432,76432,ZCTA5 76432,1152,174,540,95,117,47,117,47,0,13,0,13,0,13,423,76,412,73,11,11,0,13,11,11,612,104,103,40,103,40,0,13,0,13,0,13,509,82,507,83,2,3,2,3,0,13
8600000US76433,76433,ZCTA5 76433,1514,308,741,159,172,61,172,61,0,13,0,13,0,13,569,122,528,111,41,48,32,46,9,13,773,172,133,60,133,60,0,13,0,13,0,13,640,146,633,146,7,10,7,10,0,13
8600000US76435,76435,ZCTA5 76435,453,136,191,72,47,41,47,41,0,13,0,13,0,13,144,50,114,38,30,37,0,13,30,37,262,87,24,39,24,39,0,13,0,13,0,13,238,77,229,77,9,12,0,13,9,12
8600000US76436,76436,ZCTA5 76436,234,137,136,95,58,51,58,51,0,13,0,13,0,13,78,48,78,48,0,13,0,13,0,13,98,65,37,34,37,34,0,13,0,13,0,13,61,36,61,36,0,13,0,13,0,13
8600000US76437,76437,ZCTA5 76437,5401,517,2784,428,534,223,534,223,0,19,0,19,0,19,2250,321,2243,318,7,13,0,19,7,13,2617,323,394,126,394,126,0,19,0,19,0,19,2223,306,2216,307,7,18,0,19,7,18
8600000US76442,76442,ZCTA5 76442,7496,469,3719,286,897,168,873,172,24,31,0,19,24,31,2822,191,2516,240,306,170,70,56,236,166,3777,281,825,136,749,183,76,96,0,19,76,96,2952,202,2778,244,174,103,49,50,125,79
8600000US76443,76443,ZCTA5 76443,2316,354,1139,199,356,130,356,130,0,13,0,13,0,13,783,132,757,133,26,27,11,12,15,24,1177,208,315,123,302,118,13,17,0,13,13,17,862,123,835,118,27,29,0,13,27,29
8600000US76444,76444,ZCTA5 76444,3472,364,1589,202,370,128,370,128,0,13,0,13,0,13,1219,145,1124,142,95,64,47,47,48,39,1883,237,318,97,318,97,0,13,0,13,0,13,1565,185,1508,184,57,38,21,22,36,33
8600000US76445,76445,ZCTA5 76445,322,151,166,97,24,38,24,38,0,13,0,13,0,13,142,79,129,73,13,19,0,13,13,19,156,78,23,35,23,35,0,13,0,13,0,13,133,68,98,42,35,55,0,13,35,55
8600000US76446,76446,ZCTA5 76446,8105,759,4093,469,1053,278,1046,279,7,11,0,19,7,11,3040,362,2399,344,641,213,210,140,431,155,4012,426,1233,237,1130,260,103,94,45,68,58,81,2779,335,2333,301,446,128,139,99,307,128
8600000US76448,76448,ZCTA5 76448,5224,389,2850,294,643,315,643,315,0,19,0,19,0,19,2207,292,2009,305,198,80,153,107,45,83,2374,325,486,205,486,205,0,19,0,19,0,19,1888,284,1822,277,66,94,22,37,44,80
8600000US76449,76449,ZCTA5 76449,2427,317,1221,172,182,75,177,76,5,9,0,13,5,9,1039,143,991,137,48,36,14,12,34,36,1206,196,222,80,214,80,8,9,3,7,5,6,984,158,946,162,38,28,12,20,26,23
8600000US76450,76450,ZCTA5 76450,12885,468,6445,273,1544,164,1544,164,0,21,0,21,0,21,4901,207,4533,252,368,156,123,129,245,154,6440,300,1354,220,1309,202,45,72,0,21,45,72,5086,186,4745,207,341,131,75,54,266,132
8600000US76452,76452,ZCTA5 76452,95,72,70,56,19,23,19,23,0,13,0,13,0,13,51,48,11,17,40,46,0,13,40,46,25,26,15,16,15,16,0,13,0,13,0,13,10,12,5,7,5,9,0,13,5,9
8600000US76453,76453,ZCTA5 76453,1357,225,699,131,85,59,85,59,0,13,0,13,0,13,614,100,614,100,0,13,0,13,0,13,658,111,90,42,85,41,5,6,0,13,5,6,568,95,565,94,3,4,3,4,0,13
8600000US76454,76454,ZCTA5 76454,1560,296,757,202,182,138,182,138,0,13,0,13,0,13,575,130,515,126,60,44,10,15,50,42,803,170,140,96,140,96,0,13,0,13,0,13,663,147,582,128,81,61,38,36,43,45
8600000US76455,76455,ZCTA5 76455,1249,270,769,199,234,110,190,86,44,37,0,13,44,37,535,117,385,107,150,93,13,12,137,91,480,104,160,66,148,64,12,15,0,13,12,15,320,64,272,57,48,23,11,11,37,19
8600000US76457,76457,ZCTA5 76457,4102,343,2046,191,473,103,445,90,28,46,0,13,28,46,1573,161,1367,146,206,108,13,17,193,110,2056,226,448,135,448,135,0,13,0,13,0,13,1608,152,1485,142,123,55,42,33,81,46
8600000US76458,76458,ZCTA5 76458,5913,235,3423,158,608,89,604,87,4,17,0,19,4,17,2815,125,2571,136,244,58,13,17,231,53,2490,186,532,124,527,126,5,17,0,19,5,17,1958,111,1748,103,210,56,15,21,195,60
8600000US76459,76459,ZCTA5 76459,175,83,98,49,21,19,21,19,0,13,0,13,0,13,77,39,73,38,4,8,0,13,4,8,77,43,37,27,37,27,0,13,0,13,0,13,40,21,30,16,10,12,0,13,10,12
8600000US76460,76460,ZCTA5 76460,419,206,149,78,13,27,13,27,0,13,0,13,0,13,136,66,136,66,0,13,0,13,0,13,270,146,83,58,83,58,0,13,0,13,0,13,187,106,187,106,0,13,0,13,0,13
8600000US76462,76462,ZCTA5 76462,3102,592,1780,396,443,167,443,167,0,13,0,13,0,13,1337,368,1320,366,17,14,15,14,2,5,1322,260,222,145,222,145,0,13,0,13,0,13,1100,157,1069,148,31,38,30,38,1,2
8600000US76463,76463,ZCTA5 76463,380,104,190,62,18,13,18,13,0,13,0,13,0,13,172,61,169,61,3,5,0,13,3,5,190,58,20,13,20,13,0,13,0,13,0,13,170,55,160,55,10,13,0,13,10,13
8600000US76464,76464,ZCTA5 76464,587,146,282,74,61,37,61,37,0,13,0,13,0,13,221,55,221,55,0,13,0,13,0,13,305,92,22,19,22,19,0,13,0,13,0,13,283,83,276,83,7,11,0,13,7,11
8600000US76466,76466,ZCTA5 76466,107,131,57,66,0,13,0,13,0,13,0,13,0,13,57,66,57,66,0,13,0,13,0,13,50,68,0,13,0,13,0,13,0,13,0,13,50,68,50,68,0,13,0,13,0,13
8600000US76469,76469,ZCTA5 76469,68,45,19,14,2,4,2,4,0,13,0,13,0,13,17,13,17,13,0,13,0,13,0,13,49,40,10,13,10,13,0,13,0,13,0,13,39,34,39,34,0,13,0,13,0,13
8600000US76470,76470,ZCTA5 76470,3820,464,1881,279,500,168,500,168,0,13,0,13,0,13,1381,205,1362,206,19,26,5,9,14,24,1939,351,425,172,425,172,0,13,0,13,0,13,1514,291,1451,281,63,78,3,8,60,78
8600000US76471,76471,ZCTA5 76471,2275,371,1131,234,243,95,243,95,0,13,0,13,0,13,888,190,791,173,97,84,6,10,91,84,1144,217,247,111,247,111,0,13,0,13,0,13,897,145,838,149,59,59,42,54,17,22
8600000US76472,76472,ZCTA5 76472,1507,355,763,239,250,144,250,144,0,13,0,13,0,13,513,144,461,142,52,59,52,59,0,13,744,150,115,64,115,64,0,13,0,13,0,13,629,119,566,116,63,59,36,43,27,30
8600000US76474,76474,ZCTA5 76474,223,64,113,38,10,12,10,12,0,13,0,13,0,13,103,34,103,34,0,13,0,13,0,13,110,37,5,6,5,6,0,13,0,13,0,13,105,34,103,35,2,4,2,4,0,13
8600000US76475,76475,ZCTA5 76475,909,181,468,103,97,42,90,37,7,11,0,13,7,11,371,85,331,83,40,33,13,14,27,26,441,101,99,55,99,55,0,13,0,13,0,13,342,78,321,75,21,22,15,19,6,10
8600000US76476,76476,ZCTA5 76476,2718,408,1355,246,337,152,337,152,0,13,0,13,0,13,1018,156,1007,155,11,14,4,7,7,11,1363,229,326,114,322,114,4,6,0,13,4,6,1037,165,1025,165,12,17,0,13,12,17
8600000US76481,76481,ZCTA5 76481,222,238,116,124,68,76,68,76,0,13,0,13,0,13,48,55,33,51,15,24,0,13,15,24,106,116,56,61,56,61,0,13,0,13,0,13,50,56,30,47,20,30,0,13,20,30
8600000US76483,76483,ZCTA5 76483,972,114,445,58,57,26,57,26,0,13,0,13,0,13,388,48,388,48,0,13,0,13,0,13,527,71,101,36,101,36,0,13,0,13,0,13,426,56,415,54,11,13,11,13,0,13
8600000US76484,76484,ZCTA5 76484,926,295,428,123,48,48,48,48,0,13,0,13,0,13,380,98,359,94,21,21,0,13,21,21,498,198,143,115,143,115,0,13,0,13,0,13,355,116,337,115,18,22,7,13,11,19
8600000US76486,76486,ZCTA5 76486,1040,255,518,149,98,59,98,59,0,13,0,13,0,13,420,111,402,109,18,22,18,22,0,13,522,129,72,48,72,48,0,13,0,13,0,13,450,108,447,108,3,6,3,6,0,13
8600000US76487,76487,ZCTA5 76487,2704,580,1353,326,364,172,364,172,0,13,0,13,0,13,989,215,875,198,114,66,29,30,85,63,1351,291,327,127,327,127,0,13,0,13,0,13,1024,195,916,178,108,84,23,31,85,81
8600000US76490,76490,ZCTA5 76490,67,49,46,38,5,7,5,7,0,13,0,13,0,13,41,35,41,35,0,13,0,13,0,13,21,17,0,13,0,13,0,13,0,13,0,13,21,17,21,17,0,13,0,13,0,13
8600000US76491,76491,ZCTA5 76491,341,81,152,41,30,21,24,19,6,9,0,13,6,9,122,28,122,28,0,13,0,13,0,13,189,50,62,30,62,30,0,13,0,13,0,13,127,31,121,30,6,7,2,3,4,6
8600000US76501,76501,ZCTA5 76501,17571,979,8945,608,2468,375,2444,369,24,38,0,21,24,38,6477,457,5870,414,607,213,147,71,460,201,8626,622,2040,335,2012,339,28,35,0,21,28,35,6586,432,6012,432,574,176,241,110,333,143
8600000US76502,76502,ZCTA5 76502,38571,1239,18455,883,5200,479,5161,483,39,42,0,28,39,42,13255,723,12364,687,891,289,416,179,475,213,20116,802,5365,484,5292,480,73,62,0,28,73,62,14751,662,13894,661,857,182,467,155,390,129
8600000US76504,76504,ZCTA5 76504,23368,1095,11124,699,2688,482,2594,476,94,85,0,25,94,85,8436,564,7347,507,1089,236,423,131,666,221,12244,707,2992,442,2764,380,228,156,20,16,208,157,9252,460,8360,513,892,183,208,65,684,185
8600000US76508,76508,ZCTA5 76508,10,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,19,10,19,10,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US76511,76511,ZCTA5 76511,2869,430,1855,354,269,87,264,87,5,7,0,13,5,7,1586,336,1480,316,106,70,25,27,81,50,1014,181,236,104,236,104,0,13,0,13,0,13,778,126,702,124,76,33,46,29,30,22
8600000US76513,76513,ZCTA5 76513,38124,1395,18986,805,5124,458,5044,466,80,74,45,52,35,49,13862,710,12247,679,1615,507,562,187,1053,493,19138,1045,4759,536,4702,535,57,59,57,59,0,28,14379,819,13093,851,1286,276,675,208,611,250
8600000US76518,76518,ZCTA5 76518,1408,387,687,190,232,101,232,101,0,13,0,13,0,13,455,122,404,113,51,32,21,17,30,27,721,216,187,88,187,88,0,13,0,13,0,13,534,154,462,139,72,55,25,20,47,50
8600000US76519,76519,ZCTA5 76519,457,250,255,139,121,102,121,102,0,13,0,13,0,13,134,75,123,76,11,17,0,13,11,17,202,135,100,110,100,110,0,13,0,13,0,13,102,57,102,57,0,13,0,13,0,13
8600000US76520,76520,ZCTA5 76520,8124,410,4078,299,1093,221,1093,221,0,19,0,19,0,19,2985,277,2811,265,174,103,83,75,91,64,4046,282,792,190,792,190,0,19,0,19,0,19,3254,235,3127,212,127,68,52,52,75,46
8600000US76522,76522,ZCTA5 76522,36581,622,17470,522,5123,326,5039,327,84,56,24,37,60,41,12347,442,11588,468,759,215,469,123,290,182,19111,567,4798,314,4752,324,46,67,30,60,16,26,14313,437,12641,451,1672,225,1038,182,634,141
8600000US76523,76523,ZCTA5 76523,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
8600000US76524,76524,ZCTA5 76524,3359,489,1561,245,530,131,530,131,0,13,0,13,0,13,1031,153,963,149,68,63,23,20,45,62,1798,304,547,182,547,182,0,13,0,13,0,13,1251,240,1247,239,4,7,4,7,0,13
8600000US76525,76525,ZCTA5 76525,1051,194,524,119,99,40,99,40,0,13,0,13,0,13,425,108,360,75,65,63,44,63,21,16,527,115,119,46,119,46,0,13,0,13,0,13,408,92,369,83,39,23,17,15,22,17
8600000US76527,76527,ZCTA5 76527,3886,516,2060,289,493,128,489,128,4,8,0,13,4,8,1567,254,1245,207,322,161,78,57,244,148,1826,291,493,163,472,158,21,23,0,13,21,23,1333,202,1216,210,117,56,65,51,52,29
8600000US76528,76528,ZCTA5 76528,16708,721,7276,448,1869,273,1869,273,0,21,0,21,0,21,5407,337,4973,328,434,147,191,92,243,120,9432,453,2052,237,1988,246,64,64,0,21,64,64,7380,365,6809,377,571,191,149,66,422,178
8600000US76530,76530,ZCTA5 76530,2190,282,1158,165,264,86,250,87,14,16,0,13,14,16,894,124,816,117,78,43,36,28,42,30,1032,159,205,93,205,93,0,13,0,13,0,13,827,107,783,109,44,27,17,19,27,22
